14.05.2019 14:45	Viipuri-sali	Team Unicorn	Minna
14.05.2019 15:00	Viipuri-sali	The Bears	Minna
14.05.2019 15:15	Viipuri-sali	Yllättäviä käänteitä	Minna
14.05.2019 15:30	Viipuri-sali	Floppi	Minna
14.05.2019 15:45	Viipuri-sali	Riksun Poket	Minna
14.05.2019 16:00	Viipuri-sali	Emerald	Minna
