No Bad IT;Rajakylän koulu, Oulu
V-V-Team;Rajakylän koulu, Oulu
Sotekone;Veikkolan koulu, Kirkkonummi
Marski;Veikkolan koulu, Kirkkonummi
Unknown456;Kontiolahden teknologiakerho
Dingding;Naukion yhtenäiskoulu, Kuusankoski
WAW ROBB;Bosund skola, Larsmo
SMM-team;Lappeenranta
