14.05.2019 13:00;Klåpare;Pekka;Pelastus B
14.05.2019 13:10;Chip;Pekka;Pelastus B
14.05.2019 13:20;Antoonio;Pekka;Pelastus B
14.05.2019 13:30;Kiinnitätkö jatkossa huomiota...;Pekka;Pelastus B
14.05.2019 13:40;Kouvostoliitto;Pekka;Pelastus B
14.05.2019 13:50;Ukko & ukot;Pekka;Pelastus B
14.05.2019 14:00;Beta Perunat;Pekka;Pelastus B
14.05.2019 14:10;VaLeOt;Pekka;Pelastus B
14.05.2019 14:20;Kongolo;Pekka;Pelastus B
14.05.2019 14:30;Lalan;Pekka;Pelastus B
14.05.2019 14:40;Roska-auto;Pekka;Pelastus B
14.05.2019 14:50;Team Kauksu;Pekka;Pelastus B
