15.05.2019 12:30;Team Unicorn;Minna;Viipuri-sali
15.05.2019 12:35;The Bears;Minna;Viipuri-sali
15.05.2019 12:40;Yllättäviä käänteitä;Minna;Viipuri-sali
15.05.2019 12:50;Floppi;Minna;Viipuri-sali
15.05.2019 12:55;Riksun Poket;Minna;Viipuri-sali
15.05.2019 13:00;Emerald;Minna;Viipuri-sali
