15.05.2019 9:10	Pelastus A	TevaRobots	Jens
15.05.2019 9:20	Pelastus A	Ambu	Jens
15.05.2019 9:30	Pelastus A	Pelastus Team	Jens
15.05.2019 9:40	Pelastus A	Team SiNiMa	Jens
15.05.2019 9:50	Pelastus A	Nuufa	Jens
15.05.2019 10:00	Pelastus A	Aha-tiim	Jens
15.05.2019 10:10	Pelastus A	SandWich SSA	Jens
15.05.2019 10:20	Pelastus A	TiiTaavit	Jens
15.05.2019 10:30	Pelastus A	Destroyer	Jens
15.05.2019 10:40	Pelastus A	CoderKing	Jens
15.05.2019 10:50	Pelastus A	Nimettömät	Jens
15.05.2019 11:00	Pelastus A	Palomiehet	Jens
15.05.2019 11:10	Pelastus A	Gopnik squad	Jens
15.05.2019 11:20	Pelastus A	Marsmallows	Jens
15.05.2019 11:30	Pelastus A	Comets	Jens
