14.05.2019 09:15	XSumo1	Klåpare	The Storm	Sumotuomari A
14.05.2019 09:20	XSumo1	Klåpare	kakkuaivot	Sumotuomari A
14.05.2019 09:25	XSumo1	kakkuaivot	Galaxybot	Sumotuomari A
14.05.2019 09:30	XSumo1	UL	kakkuaivot	Sumotuomari A
14.05.2019 09:35	XSumo1	UL	R2D2	Sumotuomari A
14.05.2019 09:40	XSumo1	R2D2	kakkuaivot	Sumotuomari A
14.05.2019 09:45	XSumo1	Röpöpojat	kakkuaivot	Sumotuomari A
14.05.2019 09:50	XSumo1	Röpöpojat	The Storm	Sumotuomari A
14.05.2019 09:55	XSumo1	banaani monsterit	The Storm	Sumotuomari A
14.05.2019 11:00	XSumo1	banaani monsterit	kakkuaivot	Sumotuomari A
14.05.2019 11:03	XSumo1	EMT	kakkuaivot	Sumotuomari A
14.05.2019 11:06	XSumo1	EMT	Klåpare	Sumotuomari A
14.05.2019 11:09	XSumo1	UL	Klåpare	Sumotuomari A
14.05.2019 11:12	XSumo1	UL	Smurffilimu	Sumotuomari A
14.05.2019 11:15	XSumo1	banaani monsterit	Smurffilimu	Sumotuomari A
14.05.2019 11:18	XSumo1	banaani monsterit	Klåpare	Sumotuomari A
14.05.2019 11:21	XSumo1	Klåpare	Smurffilimu	Sumotuomari A
14.05.2019 11:24	XSumo1	Smurffilimu	kakkuaivot	Sumotuomari A
14.05.2019 11:27	XSumo1	TevaRobots	kakkuaivot	Sumotuomari A
14.05.2019 11:30	XSumo1	TevaRobots	UL	Sumotuomari A
14.05.2019 11:33	XSumo1	UL	Galaxybot	Sumotuomari A
14.05.2019 11:36	XSumo1	teamMYRSKY	Galaxybot	Sumotuomari A
14.05.2019 11:39	XSumo1	banaani monsterit	teamMYRSKY	Sumotuomari A
14.05.2019 11:42	XSumo1	banaani monsterit	Galaxybot	Sumotuomari A
14.05.2019 11:45	XSumo1	Galaxybot	The Storm	Sumotuomari A
14.05.2019 11:48	XSumo1	TevaRobots	The Storm	Sumotuomari A
14.05.2019 11:51	XSumo1	TevaRobots	Galaxybot	Sumotuomari A
14.05.2019 11:54	XSumo1	Smurffilimu	Galaxybot	Sumotuomari A
14.05.2019 11:57	XSumo1	R2D2	Smurffilimu	Sumotuomari A
14.05.2019 13:00	XSumo1	Smurffilimu	The Storm	Sumotuomari A
14.05.2019 13:03	XSumo1	UL	The Storm	Sumotuomari A
14.05.2019 13:06	XSumo1	banaani monsterit	UL	Sumotuomari A
14.05.2019 13:09	XSumo1	banaani monsterit	Röpöpojat	Sumotuomari A
14.05.2019 13:12	XSumo1	UL	Röpöpojat	Sumotuomari A
14.05.2019 13:15	XSumo1	EMT	Röpöpojat	Sumotuomari A
14.05.2019 13:18	XSumo1	banaani monsterit	EMT	Sumotuomari A
14.05.2019 13:21	XSumo1	banaani monsterit	R2D2	Sumotuomari A
14.05.2019 13:24	XSumo1	teamMYRSKY	R2D2	Sumotuomari A
14.05.2019 13:27	XSumo1	teamMYRSKY	Röpöpojat	Sumotuomari A
14.05.2019 13:30	XSumo1	TevaRobots	Röpöpojat	Sumotuomari A
14.05.2019 13:33	XSumo1	TevaRobots	Klåpare	Sumotuomari A
14.05.2019 13:36	XSumo1	TevaRobots	Smurffilimu	Sumotuomari A
14.05.2019 13:39	XSumo1	Röpöpojat	Smurffilimu	Sumotuomari A
14.05.2019 13:42	XSumo1	Röpöpojat	Galaxybot	Sumotuomari A
14.05.2019 13:45	XSumo1	Klåpare	Galaxybot	Sumotuomari A
14.05.2019 13:48	XSumo1	Klåpare	Röpöpojat	Sumotuomari A
14.05.2019 13:51	XSumo1	R2D2	Röpöpojat	Sumotuomari A
14.05.2019 13:54	XSumo1	R2D2	The Storm	Sumotuomari A
14.05.2019 13:57	XSumo1	teamMYRSKY	The Storm	Sumotuomari A
14.05.2019 14:30	XSumo1	teamMYRSKY	Klåpare	Sumotuomari A
14.05.2019 14:33	XSumo1	R2D2	Klåpare	Sumotuomari A
14.05.2019 14:36	XSumo1	R2D2	Galaxybot	Sumotuomari A
14.05.2019 14:39	XSumo1	EMT	Galaxybot	Sumotuomari A
14.05.2019 14:42	XSumo1	TevaRobots	EMT	Sumotuomari A
14.05.2019 14:45	XSumo1	TevaRobots	teamMYRSKY	Sumotuomari A
14.05.2019 14:48	XSumo1	teamMYRSKY	kakkuaivot	Sumotuomari A
14.05.2019 14:51	XSumo1	kakkuaivot	The Storm	Sumotuomari A
14.05.2019 14:54	XSumo1	EMT	The Storm	Sumotuomari A
14.05.2019 14:57	XSumo1	EMT	Smurffilimu	Sumotuomari A
14.05.2019 15:00	XSumo1	teamMYRSKY	Smurffilimu	Sumotuomari A
14.05.2019 15:03	XSumo1	UL	teamMYRSKY	Sumotuomari A
14.05.2019 15:06	XSumo1	EMT	UL	Sumotuomari A
14.05.2019 15:09	XSumo1	EMT	teamMYRSKY	Sumotuomari A
14.05.2019 15:12	XSumo1	EMT	R2D2	Sumotuomari A
14.05.2019 15:15	XSumo1	TevaRobots	R2D2	Sumotuomari A
14.05.2019 15:18	XSumo1	banaani monsterit	TevaRobots	Sumotuomari A
