14.05.2019 09:15	XSumo7	Robo-corn	marshmallows	Sumotuomari G
14.05.2019 09:20	XSumo7	Kouvostoliitto	Robo-corn	Sumotuomari G
14.05.2019 09:25	XSumo7	Kouvostoliitto	HalTi	Sumotuomari G
14.05.2019 09:30	XSumo7	Robo-corn	HalTi	Sumotuomari G
14.05.2019 09:35	XSumo7	Team Noob	Robo-corn	Sumotuomari G
14.05.2019 09:40	XSumo7	Dankit Tankit	Team Noob	Sumotuomari G
14.05.2019 09:45	XSumo7	Dankit Tankit	Muhkeat Siilit	Sumotuomari G
14.05.2019 09:50	XSumo7	Kouvostoliitto	Muhkeat Siilit	Sumotuomari G
14.05.2019 09:55	XSumo7	Kouvostoliitto	Gameboy	Sumotuomari G
14.05.2019 11:00	XSumo7	Kiitäjät	Gameboy	Sumotuomari G
14.05.2019 11:03	XSumo7	Kiitäjät	Kouvostoliitto	Sumotuomari G
14.05.2019 11:06	XSumo7	Kouvostoliitto	marshmallows	Sumotuomari G
14.05.2019 11:09	XSumo7	Dankit Tankit	marshmallows	Sumotuomari G
14.05.2019 11:12	XSumo7	Dankit Tankit	Robo-corn	Sumotuomari G
14.05.2019 11:15	XSumo7	Robo-corn	Grey Bull	Sumotuomari G
14.05.2019 11:18	XSumo7	Muhkeat Siilit	Grey Bull	Sumotuomari G
14.05.2019 11:21	XSumo7	Gameboy	Muhkeat Siilit	Sumotuomari G
14.05.2019 11:24	XSumo7	Martti X	Gameboy	Sumotuomari G
14.05.2019 11:27	XSumo7	Martti X	HalTi	Sumotuomari G
14.05.2019 11:30	XSumo7	Muhkeat Siilit	HalTi	Sumotuomari G
14.05.2019 11:33	XSumo7	Martti X	Muhkeat Siilit	Sumotuomari G
14.05.2019 11:36	XSumo7	Martti X	Kiitäjät	Sumotuomari G
14.05.2019 11:39	XSumo7	Kiitäjät	Dankit Tankit	Sumotuomari G
14.05.2019 11:42	XSumo7	Kouvostoliitto	Dankit Tankit	Sumotuomari G
14.05.2019 11:45	XSumo7	Kouvostoliitto	Grey Bull	Sumotuomari G
14.05.2019 11:48	XSumo7	Team Noob	Grey Bull	Sumotuomari G
14.05.2019 11:51	XSumo7	Martti X	Team Noob	Sumotuomari G
14.05.2019 11:54	XSumo7	Martti X	Robo-corn	Sumotuomari G
14.05.2019 11:57	XSumo7	Gameboy	Robo-corn	Sumotuomari G
14.05.2019 13:00	XSumo7	Gameboy	Dankit Tankit	Sumotuomari G
14.05.2019 13:03	XSumo7	Dankit Tankit	Grey Bull	Sumotuomari G
14.05.2019 13:06	XSumo7	marshmallows	Grey Bull	Sumotuomari G
14.05.2019 13:09	XSumo7	Martti X	marshmallows	Sumotuomari G
14.05.2019 13:12	XSumo7	Martti X	Grey Bull	Sumotuomari G
14.05.2019 13:15	XSumo7	Kiitäjät	Grey Bull	Sumotuomari G
14.05.2019 13:18	XSumo7	Kiitäjät	HalTi	Sumotuomari G
14.05.2019 13:21	XSumo7	HalTi	marshmallows	Sumotuomari G
14.05.2019 13:24	XSumo7	Muhkeat Siilit	marshmallows	Sumotuomari G
14.05.2019 13:27	XSumo7	Muhkeat Siilit	Robo-corn	Sumotuomari G
14.05.2019 13:30	XSumo7	Kiitäjät	Robo-corn	Sumotuomari G
14.05.2019 13:33	XSumo7	Kiitäjät	Muhkeat Siilit	Sumotuomari G
14.05.2019 13:36	XSumo7	Team Noob	Muhkeat Siilit	Sumotuomari G
14.05.2019 13:39	XSumo7	Team Noob	marshmallows	Sumotuomari G
14.05.2019 13:42	XSumo7	Gameboy	marshmallows	Sumotuomari G
14.05.2019 13:45	XSumo7	Gameboy	Grey Bull	Sumotuomari G
14.05.2019 13:48	XSumo7	HalTi	Grey Bull	Sumotuomari G
14.05.2019 13:51	XSumo7	Dankit Tankit	HalTi	Sumotuomari G
14.05.2019 13:54	XSumo7	Martti X	Dankit Tankit	Sumotuomari G
14.05.2019 13:57	XSumo7	Martti X	Kouvostoliitto	Sumotuomari G
14.05.2019 14:30	XSumo7	Kouvostoliitto	Team Noob	Sumotuomari G
14.05.2019 14:33	XSumo7	Team Noob	HalTi	Sumotuomari G
14.05.2019 14:36	XSumo7	Gameboy	HalTi	Sumotuomari G
14.05.2019 14:39	XSumo7	Gameboy	Team Noob	Sumotuomari G
14.05.2019 14:42	XSumo7	Kiitäjät	Team Noob	Sumotuomari G
14.05.2019 14:45	XSumo7	Kiitäjät	marshmallows	Sumotuomari G
