14.05.2019 09:15	XSumo5	Muumilimu	Glitter Unicorns	Sumotuomari E
14.05.2019 09:20	XSumo5	Dingding	Muumilimu	Sumotuomari E
14.05.2019 09:25	XSumo5	Dingding	6D-1	Sumotuomari E
14.05.2019 09:30	XSumo5	Muumilimu	6D-1	Sumotuomari E
14.05.2019 09:35	XSumo5	Wololo	Muumilimu	Sumotuomari E
14.05.2019 09:40	XSumo5	Susilääni	Wololo	Sumotuomari E
14.05.2019 09:45	XSumo5	Susilääni	Sumogang	Sumotuomari E
14.05.2019 09:50	XSumo5	Dingding	Sumogang	Sumotuomari E
14.05.2019 09:55	XSumo5	Dingding	XXXTEHO	Sumotuomari E
14.05.2019 11:00	XSumo5	Roskamestarit	XXXTEHO	Sumotuomari E
14.05.2019 11:03	XSumo5	Roskamestarit	Dingding	Sumotuomari E
14.05.2019 11:06	XSumo5	Dingding	Glitter Unicorns	Sumotuomari E
14.05.2019 11:09	XSumo5	Susilääni	Glitter Unicorns	Sumotuomari E
14.05.2019 11:12	XSumo5	Susilääni	Muumilimu	Sumotuomari E
14.05.2019 11:15	XSumo5	Muumilimu	ISV-ANNEBOT	Sumotuomari E
14.05.2019 11:18	XSumo5	Sumogang	ISV-ANNEBOT	Sumotuomari E
14.05.2019 11:21	XSumo5	XXXTEHO	Sumogang	Sumotuomari E
14.05.2019 11:24	XSumo5	Hännäkäs-ruukku	XXXTEHO	Sumotuomari E
14.05.2019 11:27	XSumo5	Hännäkäs-ruukku	6D-1	Sumotuomari E
14.05.2019 11:30	XSumo5	Sumogang	6D-1	Sumotuomari E
14.05.2019 11:33	XSumo5	Hännäkäs-ruukku	Sumogang	Sumotuomari E
14.05.2019 11:36	XSumo5	Hännäkäs-ruukku	Roskamestarit	Sumotuomari E
14.05.2019 11:39	XSumo5	Roskamestarit	Susilääni	Sumotuomari E
14.05.2019 11:42	XSumo5	Dingding	Susilääni	Sumotuomari E
14.05.2019 11:45	XSumo5	Dingding	ISV-ANNEBOT	Sumotuomari E
14.05.2019 11:48	XSumo5	Wololo	ISV-ANNEBOT	Sumotuomari E
14.05.2019 11:51	XSumo5	Hännäkäs-ruukku	Wololo	Sumotuomari E
14.05.2019 11:54	XSumo5	Hännäkäs-ruukku	Muumilimu	Sumotuomari E
14.05.2019 11:57	XSumo5	XXXTEHO	Muumilimu	Sumotuomari E
14.05.2019 13:00	XSumo5	XXXTEHO	Susilääni	Sumotuomari E
14.05.2019 13:03	XSumo5	Susilääni	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:06	XSumo5	Glitter Unicorns	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:09	XSumo5	Hännäkäs-ruukku	Glitter Unicorns	Sumotuomari E
14.05.2019 13:12	XSumo5	Hännäkäs-ruukku	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:15	XSumo5	Roskamestarit	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:18	XSumo5	Roskamestarit	6D-1	Sumotuomari E
14.05.2019 13:21	XSumo5	6D-1	Glitter Unicorns	Sumotuomari E
14.05.2019 13:24	XSumo5	Sumogang	Glitter Unicorns	Sumotuomari E
14.05.2019 13:27	XSumo5	Sumogang	Muumilimu	Sumotuomari E
14.05.2019 13:30	XSumo5	Roskamestarit	Muumilimu	Sumotuomari E
14.05.2019 13:33	XSumo5	Roskamestarit	Sumogang	Sumotuomari E
14.05.2019 13:36	XSumo5	Wololo	Sumogang	Sumotuomari E
14.05.2019 13:39	XSumo5	Wololo	Glitter Unicorns	Sumotuomari E
14.05.2019 13:42	XSumo5	XXXTEHO	Glitter Unicorns	Sumotuomari E
14.05.2019 13:45	XSumo5	XXXTEHO	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:48	XSumo5	6D-1	ISV-ANNEBOT	Sumotuomari E
14.05.2019 13:51	XSumo5	Susilääni	6D-1	Sumotuomari E
14.05.2019 13:54	XSumo5	Hännäkäs-ruukku	Susilääni	Sumotuomari E
14.05.2019 13:57	XSumo5	Hännäkäs-ruukku	Dingding	Sumotuomari E
14.05.2019 14:30	XSumo5	Dingding	Wololo	Sumotuomari E
14.05.2019 14:33	XSumo5	Wololo	6D-1	Sumotuomari E
14.05.2019 14:36	XSumo5	XXXTEHO	6D-1	Sumotuomari E
14.05.2019 14:39	XSumo5	XXXTEHO	Wololo	Sumotuomari E
14.05.2019 14:42	XSumo5	Roskamestarit	Wololo	Sumotuomari E
14.05.2019 14:45	XSumo5	Roskamestarit	Glitter Unicorns	Sumotuomari E
