15.05.2019 09:00	A0	T7	T9	J0
15.05.2019 09:03	A0	T2	T7	J0
15.05.2019 09:06	A0	T2	T8	J0
15.05.2019 09:09	A0	T7	T8	J0
15.05.2019 09:12	A0	T5	T7	J0
15.05.2019 09:15	A0	T4	T5	J0
15.05.2019 09:18	A0	T4	T6	J0
15.05.2019 09:21	A0	T2	T6	J0
15.05.2019 09:24	A0	T2	T3	J0
15.05.2019 09:27	A0	T1	T3	J0
15.05.2019 09:30	A0	T1	T2	J0
15.05.2019 09:33	A0	T2	T9	J0
15.05.2019 09:36	A0	T4	T9	J0
15.05.2019 09:39	A0	T4	T7	J0
15.05.2019 09:42	A0	T7	T10	J0
15.05.2019 09:45	A0	T6	T10	J0
15.05.2019 09:48	A0	T3	T6	J0
15.05.2019 09:51	A0	T0	T3	J0
15.05.2019 09:54	A0	T0	T8	J0
15.05.2019 09:57	A0	T6	T8	J0
15.05.2019 10:00	A0	T0	T6	J0
15.05.2019 10:03	A0	T0	T1	J0
15.05.2019 10:06	A0	T1	T4	J0
15.05.2019 10:09	A0	T2	T4	J0
15.05.2019 10:12	A0	T2	T10	J0
15.05.2019 10:45	A0	T5	T10	J0
15.05.2019 10:48	A0	T0	T5	J0
15.05.2019 10:51	A0	T0	T7	J0
15.05.2019 10:54	A0	T3	T7	J0
15.05.2019 10:57	A0	T3	T4	J0
15.05.2019 11:00	A0	T4	T10	J0
15.05.2019 11:03	A0	T9	T10	J0
15.05.2019 11:06	A0	T0	T9	J0
15.05.2019 11:09	A0	T0	T10	J0
15.05.2019 11:12	A0	T1	T10	J0
15.05.2019 11:15	A0	T1	T8	J0
15.05.2019 11:18	A0	T8	T9	J0
15.05.2019 11:21	A0	T6	T9	J0
15.05.2019 11:24	A0	T6	T7	J0
15.05.2019 11:27	A0	T1	T7	J0
15.05.2019 11:30	A0	T1	T6	J0
15.05.2019 11:33	A0	T5	T6	J0
15.05.2019 11:36	A0	T5	T9	J0
15.05.2019 11:39	A0	T3	T9	J0
15.05.2019 11:42	A0	T3	T10	J0
15.05.2019 11:45	A0	T8	T10	J0
15.05.2019 11:48	A0	T4	T8	J0
15.05.2019 11:51	A0	T0	T4	J0
15.05.2019 11:54	A0	T0	T2	J0
15.05.2019 11:57	A0	T2	T5	J0
15.05.2019 12:00	A0	T5	T8	J0
15.05.2019 12:03	A0	T3	T8	J0
15.05.2019 12:06	A0	T3	T5	J0
15.05.2019 12:09	A0	T1	T5	J0
15.05.2019 12:12	A0	T1	T9	J0
